帐号,客户 ID,有消费天数,总消费,2021/4/1,2021/4/2,2021/4/3,2021/4/4,2021/4/5,2021/4/6,2021/4/7,2021/4/8,2021/4/9,2021/4/10,2021/4/11,2021/4/12,2021/4/13,2021/4/14,2021/4/15,2021/4/16,2021/4/17,2021/4/18,2021/4/19,2021/4/20,2021/4/21,2021/4/22,2021/4/23,2021/4/24,2021/4/25,2021/4/26,2021/4/27,2021/4/28,2021/4/29,2021/4/30
海盐19000-20191223,3320011723,30,796.5,16.04,18.5,36.93,18.9,18.9,31.9,35.69,31.05,29.88,26.82,25.43,27.86,20.86,7.3,24.47,34.75,16.86,13.31,29.13,26.85,43.36,27.71,34.02,12.41,23.47,31.11,36.25,32.53,20.19,44.02
海一帆44000-20200331,2482726313,30,412.62,22.74,14.86,16.11,5.98,14.94,20.37,23.81,13.68,6.97,11.12,16.92,14.76,9.61,11.72,16.26,12.53,4,19.53,20.36,25.2,7.84,5.61,5.9,17.53,15.37,15.69,16.22,5.71,9.32,11.96
韩亚美嘉3000-20210318,4416822794,24,1995.78,78.19,55.05,74.3,61.6,47.67,75.69,77.78,66.49,90.82,53.64,56.49,136.97,137.7,74.24,98.62,85.71,66.66,96.71,64.27,96.73,86.77,157.51,127.22,28.95,,,,,,
汉鲁56000-20190507,6635345496,30,3004.03,100.63,92.48,108,102.95,102.15,106.65,92.74,111.33,89.09,93.33,121.37,103.46,111.63,114.28,98.66,100.8,97.96,96.41,100.41,83.58,100.2,95,104.23,92.42,93.61,99.63,89.33,117.04,96.51,88.15
汉纳,6268838343,29,10067.01,248.95,265.42,217.82,207.61,276.17,348.26,274.99,,122.58,225.81,251.71,349.45,377.17,319.01,395.16,400.19,383.65,269,339.7,281.59,439.26,533.26,423.28,261.04,338.13,551.03,597.86,551.43,424.58,392.9
汉王科技股份有限公司,8807238347,24,2322.14,253.89,201.97,316.3,248.3,253.52,337.42,,,,,,,14.66,91.01,44.97,105.13,16.98,114.23,56.86,79.78,9.21,10.47,16.91,17.54,40,13.6,33.95,12.57,26.6,6.27
汉王友基,2265495999,10,2245.19,,,,,,,,,,,,,,,,,,,,,587.9,459.2,143.49,127.43,167.07,162.4,131.84,196.22,127.67,141.97
翰达锟14000-20200518-20200916,8737409758,26,1116.26,0,,,,,5.8,18.21,35.07,10.66,32.32,40.59,38.43,66.1,39.99,52.83,67.77,69.76,65.98,58.64,47.56,37.14,40.71,60.85,36.13,58.02,46.24,49.95,57.14,50,30.37
夯星-24000-20200401,2712703654,30,1891.24,45.47,81.46,49.64,13.98,22.82,105.45,78.83,121.84,86.19,79.7,81.3,45.03,62.29,68.55,68.24,60.27,48.87,35.58,76.88,77.74,80.62,60.46,56.55,54.23,37.68,60.92,61.71,58.4,57.72,52.82
杭州凡达精细化工,7491817325,26,36.55,3,0,0,,1.84,1.91,3.87,1.44,4.75,0,,0.92,1.97,0,0,1,2,,2,2,0,2,0,0,,1.89,0,0,2,3.96
杭州集智创想有限公司,6233371629,22,7591.98,472.65,443.69,,,403.99,473.48,433.31,423.93,501.66,,,370.68,401.77,488.46,535.56,514.72,,,375.56,353.73,364.12,228,154.7,,,108.94,186.68,94.42,119.89,142.04
杭州欧瑞空分设备有限公司,2409002297,22,4553.83,211.93,220.85,,,214.78,220.92,229.8,222.94,174.89,,,131.11,169.11,233.46,226.81,193.56,,,216.03,209.76,168.57,118.12,277.86,,,179.76,219.13,284.9,241.51,188.03
好孕之家,9874239227,30,16951.3,458.38,587.76,450.57,332.71,544.19,667.03,601.99,463.13,568.32,623.53,412.22,565.08,672.08,507.15,729.29,696.94,581.67,652.27,625.82,484.1,729.16,594.25,132.47,561.53,673.04,706.29,771.59,906.89,305.54,346.31
好运30000-20210303,2021138360,30,1840.85,37.46,64.09,61.87,57.35,72.08,63.76,57.93,52.87,64.06,45.28,47.4,65.28,73.17,65.58,67.72,72.6,42.07,70.38,55.03,68.43,91.28,58.85,58.52,55.99,75.26,59.82,70.41,57.62,49.12,59.57
浩信-194900-20180408,8584307539,30,5641.13,492.95,551.38,539.77,503.68,418.82,184.94,230.63,244.07,178.23,117.82,147.34,120.68,92.24,129.65,86.65,74.41,73.55,74.27,58.15,49.11,57.28,44.69,45.12,4,86.29,214.78,223.03,217.74,193.97,185.89
皓景源29000-20190929,8900406941,30,2257.86,67.75,19.45,9.72,11.51,5.78,48.17,75.67,78.32,48.23,78.18,39.02,36.71,29.59,49.73,65.78,99.61,58.44,106.21,110.53,146.64,107.5,129.05,104.11,63.5,184.13,76.32,97.11,117.43,57.41,136.26
皓之群4000-20200213,2812157311,29,366.33,7.87,0,7.99,,7.69,7.69,0,0,7.67,16,6.27,18.49,7.38,0,7.74,15.72,14.96,22.54,8,14.98,25.56,26.31,20.2,33.92,11.7,15.2,7.98,9.53,19.96,24.98
合肥辰烨包装科技有限公司,4782664200,30,4457.75,115.42,180.79,137.27,171.4,191.84,97.77,140.16,121.45,136.47,104.92,192.34,98.12,127.5,150.97,182.93,119.64,76.8,140.26,174.8,189.42,167.68,172.84,141.59,174.13,154.93,136.48,166.32,114.61,156.89,222.01
合之宝50000-20181217,9086654174,30,4742.66,107.53,128.3,119.03,115.39,147.35,213.04,131.71,122.3,100.36,140.49,176.63,148.19,192.15,158.03,144.35,215.36,135.07,202.27,213.2,177.78,246.24,227.49,157.68,94.48,131.76,179.45,149.29,183.7,195.23,88.81
何媛媛 新不可用,4129053688,2,14.77,,,,,,,,,,,,,,,,,,,,,,,,,10.19,4.58,,,,
何媛媛-24s 0426,3870924793,28,7473.02,210.67,178.55,102.21,117.35,156.86,276.26,294.77,257.42,221.67,127.34,134.64,274.19,151.36,,,36.57,254.84,243.43,259.74,263.04,211.94,351.21,426.92,359.51,265.66,449.99,402.29,679.37,427.69,337.53
何媛媛-farfetch0417,7563672478,1,179.19,,,,,,,,,,,,,,,,179.19,,,,,,,,,,,,,,
何媛媛-manomano  0417 封,4390579654,11,7154.56,1013.37,621.85,1407.58,1140.56,98.97,953.36,967.74,856.28,,,,,,,,39.33,,,,,,,20.64,34.88,,,,,,
何媛媛manomano0426,6108619574,2,102.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.23,0
何媛媛-matches fashion0413,7528992695,6,5139.32,,,,,,,,4505.02,146.58,37.7,130.36,132.63,187.03,,,,,,,,,,,,,,,,,
何媛媛-matchesfashion 全球-0417,8633235160,2,33.59,,,,,,23.27,10.32,,,,,,,,,,,,,,,,,,,,,,,
何媛媛-nordstrom 0426,5908673901,13,10835.93,1196.26,,,,,,,,39.64,369.75,638.63,279.57,982.96,,,,,,,,853.99,16.75,,,1526.93,944.98,2859.34,179.54,947.59,
何媛媛-walmart 0407,5219998715,1,1708.07,1708.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
何媛媛-不可用,1382650531,4,40.73,,,,,,,,,,,,,10.37,10.3,10.09,9.97,,,,,,,,,,,,,,
,2333513613,2,20.17,,,,,,,,,,,,,,,,,,10.58,9.59,,,,,,,,,,,
,2334145342,4,41.89,,,,,,,,,,,,,11.26,10.31,10.31,10.01,,,,,,,,,,,,,,
,3264108499,2,154.34,,,,,,78.04,76.3,,,,,,,,,,,,,,,,,,,,,,,
,3599167350,1,5.03,,,,,,,,5.03,,,,,,,,,,,,,,,,,,,,,,
,4706584476,2,21.2,,,,,,,,,,,,,,,,,,10.74,10.46,,,,,,,,,,,
,4762296694,1,0.14,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,
,5206461958,1,3.24,,,,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,
,5706419715,4,42.71,,,,,,,,,,,,,10.86,10.28,10.23,11.34,,,,,,,,,,,,,,
,7356280358,9,10308.2,1292.44,1199.26,1447.79,1613.14,1894.09,1390.89,859.14,,,,,,,,,,217.76,,393.69,,,,,,,,,,,
,7868179531,1,25.61,,,,,,,,25.61,,,,,,,,,,,,,,,,,,,,,,
,8604738311,2,16.57,,,,,,,,,,,,,,,,,,10.45,6.12,,,,,,,,,,,
,9435636449,4,42.6,,,,,,,,,,,,,11.35,10.13,11,10.12,,,,,,,,,,,,,,
,9445081215,1,91.4,,,,,,,,,,,,,91.4,,,,,,,,,,,,,,,,,
,9484166017,6,75.37,,,,,,,,10.75,21.84,10.36,11.87,10.53,10.02,,,,,,,,,,,,,,,,,
,9901413862,2,0.14,0.14,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
,9982233372,4,40.76,,,,,,,,,,,,,10.36,10.21,10.17,10.02,,,,,,,,,,,,,,
何媛媛-梅西13点20点 0402,9251914321,11,11881.16,816.17,968.75,341.5,29.84,1593.85,227.08,,,,,,,,,,,1005.25,811.89,2015.92,2291.37,1779.54,,,,,,,,,
何媛媛-新不可用,1098132749,1,11.94,,,,,,,,,,,,,,,,,,,,,,,,,11.94,,,,,
,1796062558,2,46.24,,,,,,,,,,,,,,,,,,,,,,,,,,32.96,13.28,,,
,2029764068,5,51.71,,,,,,,,,,,,,,,,,,,3.97,17.12,10.52,10.1,10,,,,,,,
,2175686601,4,301.43,,,,,,,,,,,,,,,,,,,,,,,0.2,1.05,,,81.06,219.12,,
,2484011445,2,30.2,,,,,,,,,,,,,,,,,,,,,20,10.2,,,,,,,,
,3629636817,1,51.79,,,,,,,,,,,,,,,,,,,,,,,,,,,51.79,,,
,3749732270,3,201.87,,,,,,,,,,,,,,,,,,,,,,,,,,35.02,31.02,135.83,,
,4057964435,1,35.36,,,,,,,,,,,,,,,,,,,,,,,,,,,35.36,,,
,4514297082,2,131.98,,,,,,,,,,,,,,,,,,,,,,,,,,,69.66,62.32,,
,4933244298,3,32.17,,,,,,,,,,,,,,,,,,,,,20,11.18,0.99,,,,,,,
,5167512280,2,51.07,,,,,,,,,,,,,,,,,,,,,,,,,,30.78,20.29,,,
,5622424486,2,30.67,,,,,,,,,,,,,,,,,,,,,20.55,10.12,,,,,,,,
,6402216021,2,94.12,,,,,,,,,,,,,,,,,,,,,,,,,,31.86,62.26,,,
,6950984272,1,38.26,,,,,,,,,,,,,,,,,,,,,,,,,,,38.26,,,
,7107345449,2,60.43,,,,,,,,,,,,,,,,,,,,,41.96,18.47,,,,,,,,
,7681257984,1,13.87,,,,,,,,,,,,,,,,,,,,,,,,,,,13.87,,,
,8783512588,5,51.61,,,,,,,,,,,,,,,,,,,,,19.99,11.43,9.83,10.08,0.28,,,,,
,9855050837,1,30.09,,,,,,,,,,,,,,,,,,,,,,,,,,30.09,,,,
何媛媛-新-不可用,2484393507,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
,9897695311,3,60.46,,,,,,,,,,,,,,,,,,,,,20.9,10.63,28.93,,,,,,,
和迈44000-20200323,6426637868,28,2470.53,84.84,53.43,62.68,105.85,127.27,114.64,120.05,125.11,90.11,123.62,147.65,52.31,116.29,101.83,124.55,25.54,,,51.57,140.12,55.39,59.04,61.23,74.69,69.43,51.73,124.87,64.3,84.01,58.38
河北佰宇科技有限公司-勿动,9529711092,30,376.06,2.96,11.37,8.15,5.85,8.77,16.46,9.5,13.42,24.37,15.98,4.4,14.16,19.23,17.46,30.6,14.24,10.2,11.92,13.53,8.97,23.97,13.13,12.69,2.93,3.12,14.44,7.73,5.78,9.79,20.94
河北诚耀钢管制造有限公司,5951860209,30,6970.83,318.72,318.31,309.51,310.07,316.83,317.51,318.3,327.73,228.58,174.62,122.98,241.96,233.7,129.12,134.37,111.96,66.56,152.23,243.79,275.65,324.35,284.35,262.83,176.55,180.8,189.8,238.81,48.89,322.53,289.42
河北鼎诺机械有限公司,8497428803,30,1097.24,17.76,28.04,10.2,9.99,56.25,59.91,42.88,32.89,31.74,27.84,32.9,32.7,49.04,41.28,36.92,50.65,44.73,22.99,81.33,25.32,84.22,37.45,37.2,10.14,9.81,45.13,33.95,23,54.83,26.15
河北冠康进出口贸易有限公司,1659614184,29,4335.24,,6.55,157.71,198.4,157.4,163.36,192.87,181.87,201.9,182.94,106.51,109.49,74.92,153.06,108.13,154.92,162.54,149.42,151.06,230.1,94.72,152.68,73.05,175.16,155.66,213.3,174.39,153.11,172.31,127.71
河北昊程金属丝网有限公司,9359816960,30,3671.02,88.51,54.3,44.5,69.25,98.71,143.28,116.94,157.44,146.97,128.59,70.99,140.3,109.12,134.35,92.93,173.78,57,68.26,230.17,135.8,164.42,130.14,181.22,84.7,89.79,116.33,148.4,171.9,198.75,124.18
河北宏坤贸易（新）,8736175633,30,4661.52,183.86,141.9,134.71,170.67,197.65,145.5,170.19,206.25,180.02,115.95,115.86,177.16,145.79,155.8,184.22,159.98,147.93,152.63,156.4,159.79,140.12,121.34,133.28,121.69,136.56,155.5,179.77,152.97,179.15,138.88
河北宏坤贸易有限公司,9043866927,30,8294.51,309.58,201.9,247.3,189.68,312.86,373.95,368.51,357.46,336.98,219.79,234.4,301.62,236.86,242.19,244.08,291.22,223.89,224.06,303.4,268.15,340.29,284.52,279.54,277.56,214.88,290.26,364.04,268.49,250.12,236.93
河北华创测控技术有限公司,3832614503,22,5938.76,275.52,231.07,,,282.44,336.62,319.06,283.92,307.75,,,264.94,266.38,213.98,218.11,239.45,,,150.38,378.15,322.24,324.92,282.33,,,304.87,257.95,241.81,255.26,181.61
河北华林科贸有限公司,6477936425,29,2519.14,43.26,66,5.98,13.95,99.43,103.44,112.6,135.56,93.89,19.89,12.03,73.85,73.16,148.52,138.85,118.24,13.46,11.21,111.53,199.95,45.53,133.71,81.57,0,,124.55,70.72,193.26,88.52,186.48
河北华曼蜡烛制造有限公司,7962759011,4,1.3,,,,,,,1.25,0,0,,,0.05,,,,,,,,,,,,,,,,,,
河北华洋钢管有限公司,2702960720,30,7959.85,356.03,323.94,229.13,82.9,332.73,344,361.78,247.74,111.1,146.96,162.07,504.17,422.97,386.02,371.68,186.57,182.47,219.88,293.35,311.02,364,301.54,146.95,93.43,163.4,428.29,197.97,206.01,308.87,172.88
河北汇科钢管有限公司,6076690000,10,669.44,108.4,106.81,104.44,107.7,111.34,109.39,20.25,,,,0,1.11,0,,,,,,,,,,,,,,,,,
河北冀安集成房屋制造有限公司,2320349468,22,5234.44,89.89,110.98,147.43,110.37,276.36,68.52,160.26,183.85,510.13,401.82,,,67.2,539.7,630.51,736.87,185.14,,96.25,136.05,40.2,,,,,60.02,226.93,347.75,108.21,
河北骄阳丝网设备有限责任公司,3015046958,30,6753.59,256.87,256.58,253.52,51.32,268.27,266.46,261.67,255.69,259.72,257.82,51.15,266.58,256.98,327.42,245.31,242.38,245.59,47,254.52,257.43,249.24,290.75,230.04,227.25,41.68,236.62,233.62,233.8,226.09,202.22
河北金盛管业,4250612237,24,6050.67,248.8,439.44,367.73,363.56,491.26,519.16,333.83,208.64,82.25,,,232.05,268.96,175.21,244.39,115.1,,,256.99,262.21,229.93,178.77,98.55,,,244.88,222.71,210.67,166.63,88.95
河北拉菲克机械设备有限公司,9953174941,16,2980.21,184.31,159.98,96.42,87.87,221.36,162.49,208.29,209.87,167.47,77.48,106.27,262.5,10.66,,,,,,,,,,,,,,,242.44,371.56,411.24
河北利富罗进出口有限公司,7957080731,30,10640.86,269.47,182.25,208.25,189.25,280.99,436.51,372.07,289.57,538.64,490.65,460.88,498.53,447.98,430.36,403.55,371.75,253.84,157.35,395.2,379.23,375.42,493,390.82,211.15,100.35,260.62,312.34,619.85,470.62,350.37
河北绿洲机械制造集团有限公司,9192977823,30,5568.66,245.8,158.31,179.72,150.09,183.37,218.24,259.71,205.95,162.32,162.65,172.68,167.74,254.7,246.81,227.41,155.03,170.34,144.33,153.29,232.58,213.62,207.22,173.88,101.36,153.3,148.38,206.97,207.22,208.15,97.49
河北迈邦丝网制造有限公司,6089969411,30,3342.75,107.49,108.02,115.58,153.63,140.44,114.55,117.04,110.37,83.72,123.94,119.47,129.79,127.77,123.6,119.27,120.12,114.94,95.83,117.6,114.55,107.19,102.51,102.94,106.74,97.57,103.72,102.6,98.46,93.02,70.28
河北迈特贸易有限公司,3212269894,25,7503.95,,,,,,312.8,309.7,303.01,300.69,300.67,297.94,320.56,300.95,307.28,304.96,283.05,286.04,304.93,309.67,309.39,302.07,303.36,295.68,295.84,292.62,304.2,296.49,301.69,282.23,278.13
河北迈腾贸易有限公司-最新,8893587398,3,674.92,,,,,,,,,,,,,,,,,,,,,168.24,284.48,222.2,,,,,,,
河北萌帮水溶肥料股份有限公司,5561570289,28,6962.31,275.02,248.67,221.25,239.79,293.1,274.83,287.14,269,261.42,241.67,228.87,295.75,278.69,295.57,281.9,219.56,216.56,208.5,258.97,238.48,247.17,292.38,199.69,227.96,198.07,262.7,277.86,121.74,,
河北强华丝网有限公司,9994299974,30,3531.69,138.81,121.15,95.54,47.98,196.73,141.65,138.85,61.17,152.03,90.94,90.05,165.65,122.8,152.04,135.09,136.04,81.17,58.2,96.3,183.97,82.03,158.33,144.8,103.98,116.38,99.37,138.68,124.25,95.49,62.22
河北润旺达洁具制造有限公司,7704173827,30,7112.4,363.62,92.4,174.71,89.79,334.57,466.7,317.2,287.85,175.35,172.38,97.03,327.19,237.76,220.99,303.51,161.85,123.08,82.89,298.25,339.15,256.56,404.15,168.57,103.06,97.26,288.32,298.61,446.99,251.72,130.89
河北圣天集团无缝钢管有限公司,1898254420,21,4347.95,91.64,177.69,,87.54,257.38,270.78,270.38,269.82,240.68,,104.09,259.71,255.33,179,12.88,,,,,,,176.52,283.34,,126.08,244.29,338.74,279.71,255.3,167.05
河北硕隆金属制品有限责任公司,1693807890,22,2482.92,94.79,107.94,,,127.8,139.54,112.69,115.69,110.17,,,118.01,128.84,93.85,105.21,121.94,,,143.96,102.8,154.32,90.85,93.13,,,113.92,138.17,88.23,99.15,81.92
河北思固尔围栏设施有限公司,2921504799,18,3762.52,,,,,,,156.97,157.33,152.22,,,159.8,157.26,152.49,152.97,147.33,,,154.72,156.09,153.35,144.53,145.61,,,153.67,148.25,387.12,612.44,470.37
河北通达泵阀集团有限公司,3777281488,24,5393.84,188.41,201.98,,,274.26,402.25,169.91,282.05,178.05,136.36,71.56,544.56,599.59,531.25,472.4,76.55,,,483.46,115.96,114.46,37.03,76.51,,,73.2,34.98,86.22,66.82,176.02
河北万合丰包装有限公司,2757061799,22,3940.6,183.65,179.93,,,180.59,202,186.72,185.91,179.52,,,194.01,188.15,164.29,182.14,193.77,,,190.4,175.46,171.86,177.99,188.65,,,175.75,171.76,172.56,158.28,137.21
河北唯佳金属网股份有限公司,9492048482,17,3399.93,,,,,,208.15,210.04,206.95,203.5,200.75,200.33,213.31,165.02,,,,,,,,,97.97,277.01,228.39,176.62,214.42,211.66,235.33,209.93,140.55
河北唯佳设备制造公司,3727470535,4,992.97,,,,,,,,,,,,,,,,,,,,,,,,,,,372.81,233.14,194.24,192.78
河北协同化学有限公司-老账户,7811802619,22,3865.95,219.27,89.7,,,171.12,382.74,126.82,177.66,116.49,,,363.42,196.13,215.06,123.29,143.25,,,200.43,123.97,316.6,130.45,77.12,,,124.27,233.24,110.89,160.87,63.16
河北鑫佛特过滤器有限公司,2393623356,29,9651.41,380.61,230.8,206.74,162.26,233.52,431.63,455.67,648.56,543.78,297.43,292.37,516.76,437.03,520.72,531.2,379.15,235.27,198.11,358.03,438.18,552.54,306.43,298.84,172.12,133.9,324.87,362.51,1.56,0.82,
河北亿昌金属丝网有限公司,7873870800,30,2747.25,67.78,47.75,34.33,66.55,33.57,141.65,131.02,151.11,82.07,88.11,62.22,80.3,61.28,53.95,116.51,86.23,64.31,54.04,75.8,61.87,91.51,139.26,79.19,21.99,17.71,241.88,187.2,181.38,138.96,87.72
河北永帆机电设备销售有限公司-CMTG-Helena-勿动,4008689365,28,6245.81,313.64,195.82,28.77,0.13,254.17,303.24,347,332.44,158.82,6,0,195.39,311.76,294.03,323.18,286.92,21.19,0.68,356.33,307.15,297.19,349.19,256.55,,,41.63,366.54,398,317.86,182.19
河北永帆机电设备销售有限公司-whcd,5480714160,19,4184.1,,,,,,181.45,236.96,215.31,195.26,,,147.78,260.37,267.27,280.63,199.72,,,190.85,255.05,232.97,228.4,212.41,,,221.4,231.62,212.68,264.36,149.61
河北众矿钢管制造有限公司,5939920221,30,4257.18,143.83,163.95,142.44,147.65,149.3,148.98,148.87,147.12,137.5,144.46,143.13,148.06,149.09,140.75,138.02,144.75,138.41,139.77,142.69,140.44,143.93,146.05,135.88,134.15,132.58,139.89,137.06,133.92,129.46,125.05
河北紫东泵业有限公司,8291599304,30,2432.31,100,62.61,41.05,12.17,87.85,155.47,99.65,125.18,99.93,48.41,15.77,154.31,84.01,115.63,119.65,78.41,45.37,0.14,117.24,97.61,122.15,63.05,88.86,43.28,1.19,88.15,116.95,107.24,103.22,37.76
河南奥威尔起重机械有限公司,2657504935,30,10460.83,61.68,524.19,521.39,364.98,537.55,678.91,578.36,547.46,527.71,375.15,405.76,485.94,436.61,537.3,367.58,189.46,205.99,197.58,191.62,243.26,266.39,344.39,259.82,229.67,200.51,267.89,298.66,262.01,206.65,146.36
河南金箍制动器股份有限公司,6980055107,8,1214.52,,,,,,,,,,,,,,,,,,,,,,,95.5,210.33,123.24,207.15,218.31,220.37,130.97,8.65
河南锐众新材料科技有限公司,6713189888,30,1232.1,46.37,52.47,30.15,44.26,25.41,38.69,65.57,23.82,0.67,19.54,34.89,66.12,78.55,38.4,41.78,48.35,29.5,67.89,40.61,46.61,23.74,40.2,67.18,23.87,47.83,40.49,51.24,24.29,29.98,43.63
赫森,8765599172,30,3085.95,99.69,99.74,57.69,109.43,96.29,114.14,156.92,154.73,81.89,34.35,44.26,119.71,150.11,118.04,98.56,115.17,58.42,67.4,166,106.59,106.42,111.82,93.75,66.75,72.44,134.33,94.62,111.98,108.8,135.91
黑 楠,6973730303,7,175.01,,,,,,,,,,,,,,,,,,,,,,,,0,4.73,17.9,72.78,74.74,4.86,0
嗨外哦可-2,5930336064,29,20406.85,339.88,421.59,378.84,223.87,257.63,250.14,556.61,997.02,1086.47,1422.55,1579.35,800.16,894.77,869.27,791.15,623.09,676.99,427.56,,324.18,1011.72,801.68,967.76,953.39,592.06,469.89,808.46,665.05,519.32,696.4
嗨外哦可-3,5627813090,15,6969.68,,,,,,,,,,,,,,,,12.66,75.43,94.83,30.27,431.34,568.89,447.03,664.84,695.19,575.66,635.58,843.73,696.16,452.92,745.15
嗨外哦可-李,9288831627,29,24761.78,650.11,624.27,666.15,374.16,701.83,637.44,676.99,1343.54,1701.64,1615.18,1509.24,1637.3,1197.34,1363.24,1554.87,865.07,765.33,623.47,,475.37,685.47,750.93,705.09,850.11,540.53,569.04,140.25,141.12,757.94,638.76
亨利达-235000-20200327,7226535941,30,16278.47,534.71,529.61,531.21,541.2,547.31,548.26,540.05,537.06,514.38,531.41,550.68,541.13,529.01,540.06,551.63,518.3,566.34,561.23,580.78,570.36,551.33,552.3,530.66,545.48,609.55,553.73,532.62,533.48,516.79,487.81
亨特4000-20200907,7912852525,30,520.36,24.88,15.82,22.55,27.48,0,16.43,15.98,11.39,9.72,0,17.69,37.52,13.95,27.25,25.19,5.98,19.19,16.29,18.73,25.42,28.33,39.04,12.76,21.15,16.48,14,7.46,10.13,7.79,11.76
恒鼎机械,3802870242,30,1986.2,152.01,92.14,201.24,187.81,82.74,15.99,90.28,22.63,39.09,13.54,11.7,47.18,34.56,82.83,30.44,57.8,28.88,34.69,63.89,15.44,19.74,13.77,5,19.76,14.36,15.74,50.52,199.98,190.59,151.86
恒际6506-20191022,1130994991,30,121.59,8,0,8.35,0,6.34,0,6.67,0,0,0,11.61,0,6.88,2.07,0,0,0,7.89,0,0,7,31.77,0,1.98,0,1.98,0.8,12.25,8,0
恒丽国际集团（香港）有限公司_https://www.bomi.hk/,8325756786,16,9717.87,487.87,483.52,413.38,631.58,593.32,711.75,580.52,484.72,542.6,557.94,659.85,1211.09,752.99,737.46,524.08,345.2,,,,,,,,,,,,,,
恒丽国际集团（香港）有限公司http://en.hernly.hk/,5946797062,28,29188.15,955.21,1050.4,947.45,1186.01,902.3,1282.4,1415.8,974.21,1050.22,1209.19,1436.26,921.36,983.84,1572.16,1266.04,1058.87,748.97,0,765.82,1751.99,1440.72,1352.94,1660.69,2233.39,794.44,0,,,0,227.47
恒晟61700-20190425,8452666947,30,5890.82,208.86,210.28,199.79,190.17,180.29,201.26,179.5,242.89,184.6,202,211.83,229.45,182.82,188.69,217.76,177.19,154.64,206.37,180.01,209.14,217.35,210.55,206.94,173.7,185.06,201.98,196.37,171.99,208.59,160.75
恒途光电4000-20181207-20200214,1470458003,8,181.18,,,,,,,,,,,,,,,,,,,,,,0,0,,7.87,13.85,43.35,31.32,42.87,41.92
恒威通,5666435600,15,2424.48,,,,,,,,,,,,,,,,2.12,7.93,5.68,15.19,19.87,30.89,87.03,120.14,142.91,113.91,196.29,276.56,323.89,568.5,513.57
恒星制冷,6155215127,4,932.61,,,,,,,,,,,,,,,,,,,,,,,,,,,57.8,331.31,291.75,251.75
恒泽硅胶新站,1711389303,30,2456.08,76.04,49.22,49.24,41.79,59.59,87.54,121.21,99.77,73.26,45.91,49.5,77.91,77.15,81.54,77.04,114.6,46.03,52.29,99.65,140.65,116.39,115.85,102,64.91,54.8,83.01,119.76,94.03,90.9,94.5
横琴丽新文创天地-鲸川,2958553652,8,720.15,155.1,138.29,167.05,188.88,70.1,,,,,,,,,,,,,,,,,,,,,0.27,0.13,0.33,,
衡水汇德水准仪器有限公司,7063276324,30,2503.72,83.25,133.26,12.07,9.92,188.09,133.88,128.84,118.39,111.15,10.71,17.78,97.95,99.31,145.95,105.03,102.98,9.2,10.12,78.04,104.21,67.2,134.11,138.86,7.89,1.1,123.04,93.88,75.74,71.33,90.44
衡水嘉润玻璃钢有限公司（忠意胜）,9933679911,30,1783.26,47.19,16.77,49.35,25.42,46.93,56.9,73.43,65.43,59.21,26.86,33.42,20.42,56.87,109.6,55.8,61.21,42.84,32.94,69.79,82.71,52.7,67.93,127.23,48.57,51.04,90.38,29.96,91.07,115.8,75.49
衡水旺明游乐设备有限公司,8643206642,30,2428.92,80.42,65.41,58.95,56.2,76.58,66.55,115.57,87.84,134.28,60.89,110.06,46.58,85.79,88.4,114.33,87.99,55.35,66.75,122.19,90.11,121.04,109.56,77.12,45.79,59.44,70.05,93.53,89.83,48.66,43.66
衡元3000-20210322,5953709054,30,506.24,17.71,24.71,9.71,15.98,14.98,23.38,17.95,5.28,49.12,7.62,22.1,40.9,31.82,27.33,23.75,2,9.68,4.07,16.11,18.17,13.89,19.64,5.98,19.19,15.02,10.55,1.56,6.99,27.34,3.71
红豆纽约一公司,7228264650,30,278.3,0,13.7,0,0,6.97,0,23.04,32.14,12.61,4.06,0,28.7,42.68,24.21,0,0,9.38,0,0,27.1,0,0,0,4.09,0,36.48,0,3.73,0,9.41
红豆上海,2160189450,30,2941.42,118.04,120.67,120.6,89.6,94.82,76.96,116.01,72.94,125.04,102.35,82.16,121.33,113.43,90.5,76.23,98.56,90.51,92.86,96.54,105.5,106.53,89.52,120.28,131.83,96.94,77.34,83.68,77.97,80.46,72.22
红-锦州康泰润滑油添加剂股份有限公司,9346007316,30,11920.48,359.77,401.22,371.86,256.21,367.97,485.33,383.73,428.9,324.19,360.46,287.17,421.46,595.09,405.41,396.6,371.5,346.54,331.61,447.14,459.16,564.3,462.02,364.01,334.67,256.96,446.68,400.92,397.32,489.88,402.4
